0.000000,25.698446,-54.990696,0.000000,-60.378723,0.000000
0.000000,25.698446,-54.990696,0.000000,-60.378723,0.000000
0.000000,25.700653,-54.991993,0.000000,-60.379640,0.000000
0.000000,25.704390,-54.994191,0.000000,-60.381188,0.000000
0.000000,25.709037,-54.996929,0.000000,-60.383110,0.000000
0.000000,25.714028,-54.999874,0.000000,-60.385170,0.000000
0.000000,25.718849,-55.002719,0.000000,-60.387157,0.000000
0.000000,25.723033,-55.005189,0.000000,-60.388882,0.000000
0.000000,25.726159,-55.007030,0.000000,-60.390173,0.000000
0.000000,25.727849,-55.008013,0.000000,-60.390880,0.000000
0.000000,25.727763,-55.007934,0.000000,-60.390870,0.000000
0.000000,25.725603,-55.006609,0.000000,-60.390025,0.000000
0.000000,25.721104,-55.003872,0.000000,-60.388243,0.000000
0.000000,25.714033,-54.999581,0.000000,-60.385438,0.000000
0.000000,25.704190,-54.993607,0.000000,-60.381534,0.000000
0.000000,25.691404,-54.985841,0.000000,-60.376470,0.000000
0.000000,25.675531,-54.976188,0.000000,-60.370196,0.000000
0.000000,25.656453,-54.964571,0.000000,-60.362671,0.000000
0.000000,25.634073,-54.950922,0.000000,-60.353866,0.000000
0.000000,25.608319,-54.935190,0.000000,-60.343760,0.000000
0.000000,25.579137,-54.917335,0.000000,-60.332339,0.000000
0.000000,25.546494,-54.897328,0.000000,-60.319597,0.000000
0.000000,25.510372,-54.875150,0.000000,-60.305538,0.000000
0.000000,25.470770,-54.850791,0.000000,-60.290168,0.000000
0.000000,25.427702,-54.824254,0.000000,-60.273500,0.000000
0.000000,25.381195,-54.795545,0.000000,-60.255555,0.000000
0.000000,25.331289,-54.764681,0.000000,-60.236354,0.000000
0.000000,25.278032,-54.731685,0.000000,-60.215925,0.000000
0.000000,25.221487,-54.696587,0.000000,-60.194299,0.000000
0.000000,25.161721,-54.659420,0.000000,-60.171511,0.000000
0.000000,25.098813,-54.620227,0.000000,-60.147599,0.000000
0.000000,25.032846,-54.579052,0.000000,-60.122600,0.000000
0.000000,24.963913,-54.535945,0.000000,-60.096558,0.000000
0.000000,24.892108,-54.490958,0.000000,-60.069516,0.000000
0.000000,24.817535,-54.444148,0.000000,-60.041518,0.000000
0.000000,24.740296,-54.395576,0.000000,-60.012612,0.000000
0.000000,24.660503,-54.345301,0.000000,-59.982844,0.000000
0.000000,24.578265,-54.293389,0.000000,-59.952262,0.000000
0.000000,24.493697,-54.239906,0.000000,-59.920914,0.000000
0.000000,24.406915,-54.184918,0.000000,-59.888849,0.000000
0.000000,24.318033,-54.128494,0.000000,-59.856115,0.000000
0.000000,24.227171,-54.070703,0.000000,-59.822761,0.000000
0.000000,24.134445,-54.011616,0.000000,-59.788834,0.000000
0.000000,24.039972,-53.951301,0.000000,-59.754383,0.000000
0.000000,23.943870,-53.889830,0.000000,-59.719453,0.000000
0.000000,23.846255,-53.827273,0.000000,-59.684092,0.000000
0.000000,23.747240,-53.763698,0.000000,-59.648345,0.000000
0.000000,23.646940,-53.699176,0.000000,-59.612256,0.000000
0.000000,23.545465,-53.633774,0.000000,-59.575869,0.000000
0.000000,23.442925,-53.567560,0.000000,-59.539225,0.000000
0.000000,23.339428,-53.500601,0.000000,-59.502366,0.000000
0.000000,23.235077,-53.432961,0.000000,-59.465333,0.000000
0.000000,23.129976,-53.364704,0.000000,-59.428162,0.000000
0.000000,23.024223,-53.295894,0.000000,-59.390893,0.000000
0.000000,22.917914,-53.226589,0.000000,-59.353560,0.000000
0.000000,22.811144,-53.156851,0.000000,-59.316198,0.000000
0.000000,22.704002,-53.086736,0.000000,-59.278839,0.000000
0.000000,22.596576,-53.016300,0.000000,-59.241516,0.000000
0.000000,22.488948,-52.945598,0.000000,-59.204259,0.000000
0.000000,22.381200,-52.874679,0.000000,-59.167095,0.000000
0.000000,22.273408,-52.803596,0.000000,-59.130053,0.000000
0.000000,22.165644,-52.732395,0.000000,-59.093157,0.000000
0.000000,22.057980,-52.661123,0.000000,-59.056432,0.000000
0.000000,21.950482,-52.589823,0.000000,-59.019901,0.000000
0.000000,21.843211,-52.518537,0.000000,-58.983584,0.000000
0.000000,21.736228,-52.447304,0.000000,-58.947502,0.000000
0.000000,21.629587,-52.376163,0.000000,-58.911674,0.000000
0.000000,21.523343,-52.305148,0.000000,-58.876115,0.000000
0.000000,21.417542,-52.234293,0.000000,-58.840842,0.000000
0.000000,21.312231,-52.163628,0.000000,-58.805869,0.000000
0.000000,21.207451,-52.093184,0.000000,-58.771210,0.000000
0.000000,21.103242,-52.022987,0.000000,-58.736875,0.000000
0.000000,20.999639,-51.953061,0.000000,-58.702876,0.000000
0.000000,20.896673,-51.883431,0.000000,-58.669222,0.000000
0.000000,20.794374,-51.814116,0.000000,-58.635921,0.000000
0.000000,20.692769,-51.745136,0.000000,-58.602980,0.000000
0.000000,20.591880,-51.676508,0.000000,-58.570406,0.000000
0.000000,20.491726,-51.608248,0.000000,-58.538203,0.000000
0.000000,20.392327,-51.540367,0.000000,-58.506375,0.000000
0.000000,20.293695,-51.472879,0.000000,-58.474925,0.000000
0.000000,20.195843,-51.405792,0.000000,-58.443856,0.000000
0.000000,20.098780,-51.339116,0.000000,-58.413168,0.000000
0.000000,20.002514,-51.272855,0.000000,-58.382863,0.000000
0.000000,19.907047,-51.207016,0.000000,-58.352938,0.000000
0.000000,19.812383,-51.141601,0.000000,-58.323394,0.000000
0.000000,19.718522,-51.076613,0.000000,-58.294229,0.000000
0.000000,19.625460,-51.012051,0.000000,-58.265440,0.000000
0.000000,19.533195,-50.947914,0.000000,-58.237023,0.000000
0.000000,19.441719,-50.884201,0.000000,-58.208975,0.000000
0.000000,19.351024,-50.820907,0.000000,-58.181292,0.000000
0.000000,19.261102,-50.758027,0.000000,-58.153968,0.000000
0.000000,19.171940,-50.695556,0.000000,-58.126999,0.000000
0.000000,19.083526,-50.633486,0.000000,-58.100378,0.000000
